IDU,Inf,Nome,Clube,Posição,Melhor Papel,Idade,Jogos,Gls,xG,xG/90,Remt/90,Remt/90,% Remates,Ast,xA,xA/90,Ps C/90,Passes Pr/90,PC/90,% Passe,Sof/90,xGP/90,% Df,Crz Con/90,Crz T/90,Fnt/90,Cab Dec/90,Des Dec/90,Des/90,M Des,Pres C/90,Poss Con/90,Cl Med,Valor Estimado,Capacidade,Pé Esquerdo,Pé Direito,Nac,2ª Nac,Altura,Personalidade,Valor,Preço Exigido,TSB,Soc,Acl,Agi,Agr,Aer,Ant,AF,Bra,Cab,Cnt,Cmd,Cmp,Com,Cnc,Cruz,Decis,Des,Det,Eql,Exc,Fnl,Fnt,For,Imp,Imp,In Tr,Jg Mãos,Lan,LnçL,Lid,Liv,Mar,Pen,Pas,Pont,Pos,Pri,Ref,Rem Lo,Res,SB,Téc,Tr Eq,1x1,Vel,Vis
2000101517,Emp,- -,-,,Falso Nove,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,GER,,171 cm,,-,-,-,-,7-16,-,-,-,-,-,-,5-12,-,-,-,-,-,-,-,-,-,-,-,4-11,8-17,1-4,-,4-10,5-13,-,-,-,-,-,-,-,3-12,-,-,5-11,-,4-12,-,10-19,8-16,-,-,14-20,11-18
2000213825,Emp,- -,-,,Extremo invertido,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,GER,POR,178 cm,,-,-,-,-,11-20,-,-,-,-,-,-,2-10,-,-,-,-,-,-,-,-,-,-,-,12-20,5-13,6-12,-,1-9,6-12,-,-,-,-,-,-,-,8-18,-,-,10-16,-,4-10,-,1-7,6-12,-,-,9-17,6-14
2000028393,,- -,-,,Extremo invertido,21,4 (5),0,"0,18","0,05","0,75","0,00",0%,0,"0,01","0,00","27,83","2,76","1,75",83%,-,-,-,"0,25","1,75","1,00","0,00","0,00","1,50",86%,"3,51","4,51",6.38,15m R$ - 40m R$,,Muito Forte,Fraco,BRA,,178 cm,Equilibrado,-,-,1-2,1-4,13,11-13,11,1-3,8-10,9,9,7,9-11,1-4,9,1,8-10,7,9,5-8,13,8,4-6,8,11,9,11,7,8,1-2,1-3,3-5,5-7,8-10,6-8,8,12,2-4,5-7,11,1-3,8,9,10,12,10,2-4,11,11
19408959,Emp,- -,-,,Médio Centro,21,0 (2),0,"0,17",-,-,-,0%,0,"0,00",-,-,-,-,88%,-,-,-,-,-,-,-,-,-,-,-,-,6.80,0 R$,,Fraco,Muito Forte,BRA,,186 cm,Equilibrado,-,-,2-4,1-2,12,12,10,2-4,4-6,14,11,5,7-9,1-2,11-14,1-3,9-11,6,8-11,8,12,10,1-3,12,8,10,13,9,11,1-3,2-5,1-3,12,9-11,1-3,7-9,13,1-3,11,11,1-2,8,11,11-13,10,8,1-3,11,12
2000121584,,- -,-,,Avançado Interior,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$ - 160m R$,,Razoável,Muito Forte,BRA,,164 cm,Equilibrado,-,-,1-3,3-5,12,11-14,11,1,6-9,14,8,10,5-7,3-5,10,1-2,7-9,8,7,3-5,5,7,1-3,9,11,5,11,4,11,2-4,2-4,4-6,1-3,6-9,6-8,3,11,1-4,4-7,9,1-4,7,14,15,13,11,1-3,11,10
2000209997,For,- -,-,,Médio Ofensivo,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,URU,,174 cm,,-,-,-,-,4-12,-,-,-,-,-,-,1-8,-,-,-,-,-,-,-,-,-,-,-,11-17,9-15,1-4,-,6-14,10-20,-,-,-,-,-,-,-,10-18,-,-,6-14,-,7-17,-,1-6,11-20,-,-,2-12,6-16
2002245873,For,- -,-,,Extremo,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ENG,,173 cm,,-,-,-,-,1-8,-,-,-,-,-,-,1-7,-,-,-,-,-,-,-,-,-,-,-,1-9,9-17,1-4,-,5-15,6-12,-,-,-,-,-,-,-,1-7,-,-,2-12,-,5-11,-,8-16,11-17,-,-,9-15,4-10
2000214902,,- -,-,,Construtor de Jogo Recuado,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ESP,,177 cm,,-,-,-,-,-,-,10-17,-,-,-,-,3-9,-,-,-,-,-,-,-,8-14,-,-,-,-,-,4-13,3-10,1-8,5-14,-,-,-,-,-,-,-,14-20,-,-,10-19,-,1-9,2-11,-,5-14,7-13,-,-,13-19
29224846,Emp,- -,-,,Médio Centro,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,WAL,ENG,176 cm,,-,-,-,-,-,-,10-18,-,-,-,-,8-14,-,-,-,-,-,-,-,9-15,-,-,-,-,-,8-13,1-9,5-13,10-15,-,-,-,-,-,-,-,12-20,-,-,10-15,-,6-11,8-13,-,8-13,8-14,-,-,10-16
2000189109,,- -,-,,Médio Centro,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,LUX,,175 cm,,-,-,-,-,-,-,4-12,-,-,-,-,1-7,-,-,-,-,-,-,-,1-6,-,-,-,-,-,1-9,9-19,5-15,7-13,-,-,-,-,-,-,-,5-13,-,-,7-17,-,3-9,5-11,-,8-14,8-14,-,-,6-12
2000221029,,- -,-,,Extremo invertido,19,0 (1),0,"0,03",-,-,-,0%,0,"0,00",-,-,-,-,67%,-,-,-,-,-,-,-,-,-,-,-,-,-,260m R$ - 750m R$,,Razoável,Muito Forte,BRA,,176 cm,Equilibrado,-,-,1-3,1-4,13,7-11,7,1,9-13,13,5,8,4-7,2-5,5,1-3,5-8,9,12,1-4,12,8,1-3,13,14,6,11,6,9,1-4,2-6,2-6,6-9,5-9,3-6,1,13,1-2,4-8,12,1-4,7,10,13,10,7,1-2,11,7
14237313,,- -,-,,Pivô Ofensivo,19,0 (1),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,78%,-,-,-,-,-,-,-,-,-,-,-,-,6.40,Desconhecido,,-,-,ARG,,174 cm,,-,-,-,-,4-13,-,-,-,-,-,-,3-10,-,-,-,-,-,-,-,-,-,-,-,7-14,10-19,3-9,-,4-10,5-13,-,-,-,-,-,-,-,5-14,-,-,9-15,-,5-13,-,9-18,8-16,-,-,12-19,14-20
2000125909,Prt,- -,-,,Extremo,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ENG,,179 cm,,-,-,-,-,8-16,-,-,-,-,-,-,1-7,-,-,-,-,-,-,-,-,-,-,-,10-16,7-13,2-9,-,7-14,10-19,-,-,-,-,-,-,-,8-16,-,-,3-10,-,4-13,-,5-11,11-20,-,-,6-15,1-10
78105535,,- -,-,,Médio Centro,21,3 (22),1,"0,01","0,00","0,11","0,11",100%,0,"1,53","0,17","35,68","2,48","0,79",78%,-,-,-,"0,11","0,68","1,02","0,11","0,00","1,69",88%,"4,18","5,87",6.40,20m R$ - 220m R$,,Razoável,Muito Forte,URU,,180 cm,,-,-,-,-,11-15,4-10,10-14,-,-,9-13,3-9,2-6,-,-,5-9,-,7-11,5-9,-,4-8,8-12,6-12,-,4-10,2-8,6-10,4-8,6-10,12-16,-,-,-,7-11,-,-,-,12-16,-,6-12,12-16,-,10-14,8-12,5-11,12-16,4-8,-,6-10,7-11
2002242925,For,- -,-,,Extremo,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ENG,,171 cm,,-,-,-,-,13-20,-,-,-,-,-,-,1-9,-,-,-,-,-,-,-,-,-,-,-,6-14,6-14,3-9,-,1-8,4-10,-,-,-,-,-,-,-,5-15,-,-,6-12,-,2-8,-,1-9,9-15,-,-,7-15,4-12
2002263999,,- -,-,,Construtor de Jogo Avançado,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,173 cm,,-,-,-,-,8-14,-,-,-,-,-,-,5-15,-,-,-,-,-,-,-,-,-,-,-,6-16,12-18,6-14,-,4-12,6-14,-,-,-,-,-,-,-,9-15,-,-,15-20,-,3-11,-,9-15,6-14,-,-,9-19,10-20
2000049213,,- -,-,,Extremo invertido,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,JAM,ENG,175 cm,,-,-,-,-,14-20,-,-,-,-,-,-,6-12,-,-,-,-,-,-,-,-,-,-,-,5-11,8-16,8-17,-,1-8,2-11,-,-,-,-,-,-,-,11-18,-,-,7-16,-,1-8,-,4-12,2-11,-,-,11-17,6-12
2000123640,Prt,- -,-,,Médio Centro,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ENG,,185 cm,,-,-,-,-,-,-,8-17,-,-,-,-,5-12,-,-,-,-,-,-,-,14-20,-,-,-,-,-,4-10,7-13,8-14,8-16,-,-,-,-,-,-,-,5-14,-,-,9-15,-,6-14,5-13,-,10-18,13-20,-,-,12-19
2000082650,,- -,-,,Extremo invertido,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60m R$ - 650m R$,,Fraco,Muito Forte,NGA,,189 cm,,-,-,-,-,7-11,10-14,11-15,-,8-12,8-12,7-11,8-12,7-13,-,2-8,-,4-10,10-14,8-12,7-11,8-14,8-12,-,9-13,10-14,6-12,7-13,14-20,9-13,-,-,2-8,8-12,7-11,-,6-10,4-8,-,-,5-11,-,8-12,9-13,8-12,8-12,6-10,-,8-12,7-11
2000131351,,- -,-,,Extremo,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,BER,ENG,170 cm,,-,-,-,-,9-15,-,-,-,-,-,-,3-12,-,-,-,-,-,-,-,-,-,-,-,4-13,12-18,1-8,-,1-9,1-6,-,-,-,-,-,-,-,3-9,-,-,14-20,-,1-6,-,9-15,5-12,-,-,11-20,5-14
2000022922,Emp,- -,-,,Médio Centro,20,1,0,"0,00","0,00",-,-,-,0,"0,00","0,00","45,00","6,00",-,90%,-,-,-,"0,00","0,00","1,00","0,00","0,00","2,00",50%,"4,00","6,00",6.40,Desconhecido,,-,-,COL,,186 cm,,-,-,-,-,-,-,7-14,-,-,-,-,4-10,-,-,-,-,-,-,-,11-17,-,-,-,-,-,4-13,1-6,2-9,4-13,-,-,-,-,-,-,-,14-20,-,-,12-20,-,2-11,1-10,-,2-11,6-12,-,-,7-13
2000125517,Ped,- -,-,,Extremo,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ENG,,179 cm,,-,-,-,-,12-20,-,-,-,-,-,-,4-12,-,-,-,-,-,-,-,-,-,-,-,10-17,4-11,5-11,-,3-12,7-13,-,-,-,-,-,-,-,6-15,-,-,7-13,-,8-14,-,7-14,7-13,-,-,9-17,3-11
2000216551,For,- -,-,,Extremo invertido,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,NED,SLE,181 cm,,-,-,-,-,4-14,-,-,-,-,-,-,6-14,-,-,-,-,-,-,-,-,-,-,-,1-8,8-18,2-8,-,11-17,4-12,-,-,-,-,-,-,-,3-13,-,-,5-11,-,2-10,-,5-15,9-17,-,-,13-20,11-19
2000107837,Des,- -,-,,Construtor de Jogo Avançado,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$,,Razoável,Muito Forte,BRA,LUX,179 cm,Concentrado,-,-,1,3-6,9,7-11,10,1-4,6-10,13,11,8,4-7,1-4,9,1-5,5-8,7,10,4-7,18,9,1-3,7,10,8,7,7,9,1-3,1-3,3-7,11-14,6-10,3-6,4,11,1-3,5-9,9,1-5,11,9,10,11,10,1-3,10,11
2000054212,,- -,-,,Médio Defensivo,19,0 (1),0,"0,00",-,-,-,-,0,"0,06",-,-,-,-,90%,-,-,-,-,-,-,-,-,-,-,-,-,6.50,Desconhecido,,-,-,ENG,,186 cm,,-,-,-,-,-,-,13-20,-,-,-,-,7-13,-,-,-,-,-,-,-,10-16,-,-,-,-,-,7-16,1-6,5-12,4-13,-,-,-,-,-,-,-,14-20,-,-,5-14,-,6-15,1-10,-,1-10,10-16,-,-,8-14
2000047370,,- -,-,,Extremo,25,1 (4),0,"0,36","0,23","1,90","0,63",33%,0,"0,04","0,03","24,08","1,90","1,27",67%,-,-,-,"1,27","6,34","5,07","0,63","0,00","3,17",100%,"6,97","3,17",6.83,0 R$,,Fraco,Muito Forte,BRA,,169 cm,Equilibrado,-,-,1-2,1-2,12,13,14,2-4,11-13,9,7,6,8-11,1-3,10,1-2,6-9,13,15,5-7,12,5,1-2,8,10,5,11,5,10,1-4,3-5,8-10,7,8-10,6-9,5,15,1,10-12,10,2-4,10,13,13,13,7,1-3,12,7
2000103780,Les,- -,-,,Médio Defensivo,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"160m R$ - 1,6M R$",,Razoável,Muito Forte,CRO,GER,167 cm,,-,-,-,-,9-14,12-17,6-11,-,-,10-15,3-10,2-9,-,-,4-9,-,6-12,1-6,-,10-17,7-12,3-10,-,1-7,2-7,6-11,2-8,1-7,8-13,-,-,-,5-10,-,-,-,6-11,-,7-14,8-13,-,1-6,5-10,3-8,3-8,5-12,-,11-18,10-17
86075508,,- -,-,,Extremo,22,0 (6),0,"0,51","0,27","1,58","0,53",33%,2,"0,85","0,45","25,79","2,63","1,58",69%,-,-,-,"1,05","6,84","2,63","0,53","0,00","1,05",100%,"4,74","6,84",6.92,Desconhecido,,-,-,BOL,,179 cm,,-,-,-,-,-,-,1-5,-,-,-,-,6-11,-,-,-,-,-,-,-,10-15,-,-,-,-,-,2-10,3-11,8-16,11-16,-,-,-,-,-,-,-,4-10,-,-,9-17,-,9-14,7-12,-,13-18,7-12,-,-,5-10
2000167176,,- -,-,,Extremo,19,0 (5),1,"0,39","0,45","4,62","1,15",25%,0,"0,00","0,00","28,85","2,31","1,15",81%,-,-,-,"0,00","4,62","1,15","0,00","0,00","1,15",100%,"3,46","2,31",6.93,Desconhecido,,-,-,ECU,,165 cm,,-,-,-,-,-,-,13-20,-,-,-,-,5-11,-,-,-,-,-,-,-,7-13,-,-,-,-,-,1-9,6-13,1-3,2-11,-,-,-,-,-,-,-,12-19,-,-,12-20,-,1-7,1-8,-,7-16,7-13,-,-,8-14
2000227056,,- -,-,,Médio Centro,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,NED,,172 cm,,-,-,-,-,11-19,-,-,-,-,-,-,5-11,-,-,-,-,-,-,-,-,-,-,-,9-15,4-12,1-11,-,1-4,4-14,-,-,-,-,-,-,-,13-20,-,-,9-19,-,4-14,-,8-16,4-14,-,-,10-16,13-19
2000026391,,- -,-,,Carrilero,19,1,0,"0,00","0,00",-,-,-,0,"0,60","0,71","29,61","3,55","1,18",71%,-,-,-,"0,00","0,00",-,"0,00","0,00",-,-,"1,18","5,92",6.00,Desconhecido,,-,-,ENG,,175 cm,,-,-,-,-,-,-,13-19,-,-,-,-,1-7,-,-,-,-,-,-,-,7-14,-,-,-,-,-,5-13,2-8,1-6,11-18,-,-,-,-,-,-,-,11-17,-,-,8-16,-,6-13,15-20,-,12-19,4-11,-,-,7-14
2000096416,,- -,-,,Médio Centro,18,0 (8),0,"0,03","0,03","0,96","0,96",100%,0,"0,00","0,00","34,47","3,83",-,78%,-,-,-,"0,00","0,00",-,"0,00","0,00","2,87",100%,"4,79","3,83",6.43,2M R$ - 20M R$,,Fraco,Muito Forte,ARG,,171 cm,,-,-,3-7,1-6,6-11,12-17,7-12,1-5,8-13,13-18,6-10,8-12,7-11,1-6,4-8,1-3,7-11,4-9,12-18,10-14,7-11,6-10,1-5,3-7,6-11,1-3,5-9,1-5,10-16,1-3,1-4,1-2,1-6,4-8,8-12,1-6,11-16,1-5,6-10,14,1,11-17,7-13,11-16,11-17,9-13,1-5,14-18,14-18
2000161468,,- -,-,,Avançado Interior,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$ - 70m R$,,Razoável,Muito Forte,BRA,,180 cm,Equilibrado,-,-,3-6,1-4,10,10-14,11,1-4,4-8,10,3,5,4-7,1-5,6,1-3,3-6,4,11,7-10,5,8,3-6,11,8,6,13,11,11,1-2,1-4,1-3,1-4,3-6,2-5,5,9,1-4,4-7,13,1-3,13,8,7,13,6,1-3,12,9
2000018512,Emp,- -,-,,Extremo invertido,19,6 (7),2,"1,06","0,23","2,17","0,65",30%,0,"0,79","0,17","28,48","1,30","1,74",75%,-,-,-,"0,22","4,57","4,57","0,00","0,00","1,52",100%,"4,13","3,70",6.88,500m R$ - 5M R$,,Muito Forte,Fraco,BRA,,180 cm,Equilibrado,-,-,1-2,1-5,13,11-14,7,1-3,5-8,13,9,8,10-13,1-5,11,1-3,9-12,8,12,3-7,8,9,2-5,10,10,9,10,9,10,1-4,1-2,6-9,7-11,11-14,7-10,8,10,1-4,6-9,11,2-5,9,8,16,12,8,3-6,13,14
2002242867,For,- -,-,,Construtor de Jogo Recuado,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,FRA,,181 cm,,-,-,-,-,-,-,11-17,-,-,-,-,1-7,-,-,-,-,-,-,-,2-10,-,-,-,-,-,3-11,10-16,5-11,9-17,-,-,-,-,-,-,-,9-15,-,-,7-15,-,7-15,10-18,-,12-20,5-13,-,-,3-11
2000128860,,- -,-,,Mezzala,21,1 (3),0,"0,00",-,-,-,-,0,"0,06",-,-,-,-,80%,-,-,-,-,-,-,-,-,-,-,-,-,6.45,Desconhecido,,-,-,ECU,,175 cm,,-,-,-,-,-,-,3-9,-,-,-,-,2-10,-,-,-,-,-,-,-,7-15,-,-,-,-,-,1-7,6-12,6-12,10-18,-,-,-,-,-,-,-,11-17,-,-,3-9,-,7-15,6-14,-,11-19,4-12,-,-,4-12
2000244465,For,- -,-,,Extremo invertido,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ALB,ITA,179 cm,,-,-,-,-,3-11,-,-,-,-,-,-,1-7,-,-,-,-,-,-,-,-,-,-,-,6-14,14-20,1-8,-,10-20,8-14,-,-,-,-,-,-,-,4-12,-,-,1-11,-,4-10,-,7-15,8-14,-,-,9-15,1-6
2002245428,For,- -,-,,Construtor de Jogo Recuado,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ITA,,182 cm,,-,-,-,-,-,-,5-11,-,-,-,-,5-15,-,-,-,-,-,-,-,7-17,-,-,-,-,-,8-16,1-8,7-15,1-9,-,-,-,-,-,-,-,11-17,-,-,13-20,-,1-9,2-10,-,6-14,11-20,-,-,12-20
2000024805,Prt,- -,-,,Médio Centro,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$,,Razoável,Muito Forte,BRA,,173 cm,Equilibrado,-,0 R$,1-3,1-4,13,11,14,1-3,8-10,7,6,8,3-5,1-2,10-13,3-6,5-7,4,12-15,10,8,9,1-3,8,5,6,10,6,13,3-5,1-4,3-6,9,7-9,8-10,4-6,14,2-4,10,11,1-3,14,12,9-11,10,9,1-2,12,13
37082916,Emp,- -,-,,Extremo,20,0 (1),0,"0,52",-,-,-,0%,0,"0,00",-,-,-,-,67%,-,-,-,-,-,-,-,-,-,100%,-,-,6.40,Desconhecido,,-,-,CPV,NED,167 cm,,-,-,-,-,12-20,-,-,-,-,-,-,4-12,-,-,-,-,-,-,-,-,-,-,-,7-14,4-11,1-5,-,1-7,9-15,-,-,-,-,-,-,-,6-15,-,-,12-18,-,4-10,-,5-12,10-16,-,-,10-18,5-13
2000197890,,- -,-,,Extremo,19,7,1,"0,51","0,08","1,16","0,17",14%,1,"0,59","0,10","23,46","2,66","1,66",71%,-,-,-,"1,16","7,65","2,66","0,00","0,00","2,16",76%,"3,99","2,99",7.27,Desconhecido,,-,-,BOL,,184 cm,,-,-,-,-,11-20,-,-,-,-,-,-,1-9,-,-,-,-,-,-,-,-,-,-,-,12-19,6-13,4-10,-,1-10,6-12,-,-,-,-,-,-,-,9-18,-,-,11-17,-,5-11,-,2-9,9-15,-,-,7-15,1-9
2000186116,Emp,- -,-,,Extremo,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,COL,,182 cm,,-,-,-,-,7-15,-,-,-,-,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,4-10,10-18,2-7,-,6-11,6-12,-,-,-,-,-,-,-,7-15,-,-,9-14,-,2-8,-,8-16,3-9,-,-,14-20,8-14
2000086916,,- -,-,,Mezzala,23,0 (1),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ECU,,172 cm,,-,-,-,-,14-20,-,13-19,-,-,-,-,5-10,-,-,-,-,-,-,-,12-17,-,-,-,-,-,4-12,1-5,1-4,6-14,-,-,-,9-15,-,-,-,14-20,-,-,8-16,-,3-11,1-9,-,4-12,6-11,-,-,8-13
2000171292,Emp,- -,-,,Médio Centro,19,1 (9),0,"0,30","0,11","0,75","0,38",50%,0,"0,20","0,08","43,12","4,12","0,75",88%,-,-,-,"0,00","0,00","1,12","0,00","0,00","0,75",67%,"5,25","4,12",6.48,Desconhecido,,-,-,COL,,187 cm,,-,-,-,-,-,-,1-9,-,-,-,-,1-7,-,-,-,-,-,-,-,3-12,-,-,-,-,-,1-7,10-17,11-18,10-19,-,-,-,-,-,-,-,10-18,-,-,6-13,-,11-20,9-18,-,8-17,1-10,-,-,4-13
2000095924,Emp,- -,-,,Médio Centro,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$ - 400m R$,,Muito Forte,Fraco,ARG,,174 cm,,-,-,-,-,12-16,12-16,3-7,-,8-12,8-12,4-8,3-9,7-11,-,2-6,-,8-12,6-10,12-18,2-8,2-6,7-11,-,7-11,3-7,1-5,11-15,5-9,10-16,-,-,-,1-3,5-9,8-12,-,12-16,-,6-10,10-14,-,7-13,5-11,7-11,11-17,5-11,-,10-16,5-11
2000197787,,- -,-,,Extremo,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$,,Muito Forte,Fraco,BRA,,177 cm,Equilibrado,-,-,1-4,1-3,8,12,14,3-6,6-10,14,7,6,4-7,1-4,7-10,1-2,8-11,7,3-7,13,11,4,1-3,6,8,7,6,7,11,1-2,1-4,1-3,9,1-3,7-10,3-7,13,2-6,8,10,1-2,7,8,7-11,13,7,2-5,10,8
2000194083,Emp,- -,-,,Extremo,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,TUR,GER,176 cm,,-,-,-,-,6-13,-,-,-,-,-,-,1-7,-,-,-,-,-,-,-,-,-,-,-,5-13,13-20,1-7,-,2-11,10-16,-,-,-,-,-,-,-,4-11,-,-,5-14,-,4-10,-,12-19,6-12,-,-,10-16,1-7
2000241018,Emp,- -,-,,Médio Centro,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,COL,,165 cm,,-,-,-,-,-,-,7-15,-,-,-,-,1-7,-,-,-,-,-,-,-,1-9,-,-,-,-,-,1,9-16,5-12,11-20,-,-,-,-,-,-,-,10-18,-,-,8-15,-,9-18,7-16,-,8-17,1-10,-,-,7-16
2000122313,,- -,-,,Médio Recuperador de Bolas,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,NED,,188 cm,,-,-,-,-,-,-,8-14,-,-,-,-,1-5,-,-,-,-,-,-,-,6-13,-,-,-,-,-,7-15,2-8,10-16,15-20,-,-,-,-,-,-,-,9-15,-,-,5-13,-,8-15,12-19,-,9-16,8-15,-,-,6-13
19322271,Opç,- -,-,,Médio Recuperador de Bolas,24,3 (5),0,"0,01","0,00","0,26","0,00",0%,0,"0,66","0,17","36,32","2,89","0,79",77%,-,-,-,"0,00","0,00","0,79","0,00","0,00","2,11",80%,"5,00","10,26",6.65,0 R$,,Razoável,Muito Forte,BRA,,176 cm,Equilibrado,-,-,1-2,1-3,13,13,13,1-2,10-12,13,11,8,6-8,1-3,9,1-3,9-11,8,8-11,13,8,10,2-4,8,10,10,10,8,13,1-3,1-2,1-3,5,4-6,12-14,4-6,11,1-3,11,11,1-2,9,13,11,11,12,2-4,13,11
2000249741,,- -,-,,Extremo,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,NED,,178 cm,,-,-,-,-,12-18,-,-,-,-,-,-,1-6,-,-,-,-,-,-,-,-,-,-,-,5-15,3-13,2-10,-,4-10,8-16,-,-,-,-,-,-,-,10-16,-,-,9-17,-,8-16,-,1-10,10-18,-,-,6-14,2-10
2000246084,,- -,-,,Extremo invertido,19,0 (1),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,75%,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$ - 160m R$,,Forte,Muito Forte,BRA,,175 cm,Equilibrado,-,-,1-4,3-6,13,13-16,12,1-4,5-8,6,6,6,5-9,1-4,7,1-4,4-8,11,9,3-6,14,7,2-6,12,13,5,11,6,7,1-4,1-3,2-6,1-3,3-7,2-6,5,9,2-5,1-5,13,1-4,6,9,9,9,5,1-5,11,6
2000021833,,- -,-,,Extremo,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ITA,,159 cm,,-,-,-,-,10-18,-,-,-,-,-,-,1-6,-,-,-,-,-,-,-,-,-,-,-,9-15,8-14,1,-,2-9,7-16,-,-,-,-,-,-,-,8-16,-,-,4-11,-,5-14,-,6-12,10-19,-,-,6-15,2-11
2000140419,,- -,-,,Médio Ofensivo,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10m R$ - 120m R$,,Razoável,Muito Forte,BRA,,184 cm,Bastante Determinado,-,-,1-4,1-3,10,10-14,7,1-4,8-12,12,3,8,6-9,2-6,7,1-3,6-9,7,13,7-10,15,9,1-3,14,11,5,15,6,8,1-2,1-3,4-7,7-11,4-7,4-7,3,12,1-4,5-8,14,1,8,12,6,12,8,1-4,10,9
